869241020000717,869241020000717
869241020000758,869241020000758
869241020000857,869241020000857
869241020000733,869241020000733
869241020001921,869241020001921
869241020002614,869241020002614
869241020001509,869241020001509
869241020003059,869241020003059
869241020002127,869241020002127
869241020000147,869241020000147
869241020000840,869241020000840
869241020000089,869241020000089
869241020001590,869241020001590
869241020000204,869241020000204
869241020000600,869241020000600
869241020002945,869241020002945
869241020000907,869241020000907
869241020002275,869241020002275
869241020001483,869241020001483
869241020002333,869241020002333
869241020001541,869241020001541
869241020002697,869241020002697
869241020002358,869241020002358
869241020000311,869241020000311
869241020000451,869241020000451
